pitch,interval,label,rolling_avg_pitch,rolling_std_pitch,rolling_avg_interval,rolling_std_interval
69,-2,1,72.6,2.701851217222492,-2.4,1.516575088810528
76,7,1,72.6,2.701851217222492,0.0,3.9370039370059686
67,-9,1,71.2,3.492849839315402,-1.4,5.683308895353181
65,-2,1,69.6,4.2190046219463255,-1.6,5.683308895353182
67,2,1,68.8,4.266145801540762,-0.8,5.890670590009304
69,2,1,68.8,4.266145801540762,0.0,5.958187643906535
65,-4,1,66.6,1.6733200530688173,-2.2,4.604345773288607
74,9,1,68.0,3.7416573867743783,1.4,4.979959839195534
65,-9,1,68.0,3.7416573867743783,0.0,6.819090848492966
64,-1,1,67.4,4.159326868617424,-0.6,6.730527468185577
65,1,1,66.6,4.159326868617353,-0.8,6.648308055437907
67,2,1,67.0,4.062019202318292,0.4,6.465291950097883
64,-3,1,65.0,1.2247448713920166,-2.0,4.358898943540748
72,8,1,66.4,3.361547262794631,1.4,4.159326868617135
64,-8,1,66.4,3.361547262794631,0.0,5.958187643906536
62,-2,1,65.8,3.8987177379237936,-0.6,5.983310120660683
64,2,1,65.2,3.8987177379237368,-0.6,5.983310120660683
65,1,1,65.4,3.8470768123344414,0.2,5.848076606885422
62,-3,1,63.4,1.3416407864998197,-2.0,3.937003937005989
70,8,1,64.6,3.2863353450311084,1.2,4.324349662087981
62,-8,1,64.6,3.2863353450311084,0.0,5.958187643906537
60,-2,1,63.8,3.8987177379236035,-0.8,5.890670590009306
62,2,1,63.2,3.898717737923547,-0.6,5.9833101206606845
64,2,1,63.6,3.8470768123342682,0.4,5.899152481501093
60,-4,1,61.6,1.6733200530677064,-2.0,4.242640687119365
69,9,1,63.0,3.7416573867738814,1.4,4.979959839195537
60,-9,1,63.0,3.7416573867738814,0.0,6.8190908484929675
58,-2,1,62.2,4.3817804600412105,-0.8,6.760177512462272
60,2,1,61.4,4.335896677735572,-0.8,6.760177512462272
62,2,1,61.8,4.266145801540152,0.4,6.58027355054488
58,-4,1,59.6,1.6733200530672674,-2.2,4.604345773288611
67,9,1,61.0,3.741657386773685,1.4,4.979959839195539
62,-5,1,61.8,3.346640106136104,0.8,5.630275304103743
67,5,1,63.2,3.8340579025361246,1.4,5.941380311005218
69,2,1,64.6,4.505552130427605,1.4,5.941380311005218
70,1,1,67.0,3.082207001484894,2.4,5.176871642217952
67,-3,1,67.0,3.082207001484894,0.0,4.000000000000069
75,8,1,69.6,3.286335345031669,2.6,4.15932686861713
67,-8,1,69.6,3.286335345031669,0.0,5.958187643906539
57,-10,1,67.2,6.5726706900621945,-2.4,7.231873892705868
59,2,1,65.0,7.211102550928048,-2.2,7.362064927722433
61,2,1,63.8,7.293833011524196,-1.2,7.563068160475658
57,-4,1,60.2,4.147288270665239,-3.6,5.549774770204716
67,10,1,60.2,4.147288270665239,0.0,7.483314773547921
57,-10,1,60.2,4.147288270665239,0.0,7.483314773547921
67,10,1,61.8,5.019960159204318,1.6,8.763560920082684
69,2,1,63.4,5.899152481501035,1.6,8.763560920082684
70,1,1,66.0,5.1961524227068,2.6,8.234075540095585
67,-3,1,66.0,5.1961524227068,0.0,7.314369419163936
73,6,1,69.2,2.489979919598573,3.2,4.969909455915706
67,-6,1,69.2,2.489979919598573,0.0,4.636809247747913
65,-2,1,68.4,3.130495168500269,-0.8,4.549725266430999
67,2,1,67.8,3.033150177621129,-0.6,4.669047011971566
69,2,1,68.2,3.033150177621178,0.4,4.560701700396611
65,-4,1,66.6,1.6733200530688097,-1.6,3.577708763999758
74,9,1,68.0,3.7416573867743748,1.4,4.979959839195541
69,-5,1,68.8,3.3466401061368756,0.8,5.630275304103745
74,5,1,70.2,3.8340579025367987,1.4,5.9413803110052195
76,2,1,71.6,4.505552130428179,1.4,5.9413803110052195
77,1,1,74.0,3.082207001485732,2.4,5.176871642217953
74,-3,1,74.0,3.082207001485732,0.0,4.000000000000071
83,9,1,76.8,3.7013511046656666,2.8,4.494441010848888
74,-9,1,76.8,3.7013511046656666,0.0,6.633249580710842
68,-6,1,75.2,5.449770637376272,-1.6,6.985699678629241
69,1,1,73.6,5.941380311005802,-1.6,6.985699678629241
71,2,1,73.0,6.041522986797862,-0.6,7.0922492905989
73,2,1,71.0,2.549509756797465,-2.0,5.147815070493569
74,1,1,71.0,2.549509756797465,0.0,3.391164991562718
76,2,1,72.6,2.7018512172224893,1.6,0.5477225575055864
77,1,1,74.2,2.3874672772643026,1.6,0.5477225575055864
76,-1,1,75.2,1.6431676725181037,1.0,1.2247448713917934
74,-2,1,75.4,1.3416407865031204,0.2,1.6431676725156672
73,-1,1,75.2,1.6431676725181037,-0.2,1.6431676725156756
74,1,1,74.8,1.6431676725180135,-0.4,1.3416407865000959
68,-6,1,73.0,3.0000000000011546,-1.8,2.5884358211090905
69,1,1,71.6,2.88097205817861,-1.4,2.880972058177702
73,4,1,71.4,2.7018512172223232,-0.2,3.7013511046644285
74,1,1,71.6,2.88097205817861,0.2,3.7013511046644245
76,2,1,72.0,3.391164991563548,0.4,3.781534080237879
77,1,1,73.8,3.1144823004806974,1.8,1.3038404810407018
79,2,1,75.8,2.3874672772645558,2.0,1.2247448713917668
81,2,1,77.4,2.7018512172231492,1.6,0.5477225575055885
82,1,1,79.0,2.5495097567986273,1.6,0.5477225575055885
76,-6,1,79.0,2.5495097567986273,0.0,3.3911649915627184
77,1,1,79.0,2.5495097567986273,0.0,3.3911649915627184
79,2,1,79.0,2.5495097567986273,0.0,3.3911649915627184
73,-6,1,77.4,3.3615472627958414,-1.6,4.037325847637354
74,1,1,75.8,2.387467277264556,-1.6,4.037325847637354
62,-12,1,73.0,6.595452979136987,-2.8,6.058052492344447
65,3,1,70.6,6.9498201415579945,-2.4,6.426507605223909
69,4,1,68.6,5.128352561983597,-2.0,6.81909084849298
74,5,1,68.8,5.357238094391912,0.2,6.9785385289472
76,2,1,69.2,5.89067059000961,0.4,7.0213958726168215
77,1,1,72.2,5.06951674225526,3.0,1.5811388300843017
74,-3,1,74.0,3.0822070014857395,1.8,3.1144823004795574
77,3,1,75.6,1.5165750888132434,1.6,2.966479394838341
81,4,1,77.0,2.5495097567983405,1.4,2.701851217221345
86,5,1,79.0,4.636809247749083,2.0,3.162277660168446
85,-1,1,80.6,5.128352561984462,1.6,3.4351128074635993
86,1,1,83.0,3.9370039370077294,2.4,2.408318915758541
81,-5,1,83.8,2.5884358211118452,0.8,4.024922359499684
77,-4,1,83.0,3.9370039370077294,-0.8,4.024922359499699
74,-3,1,80.6,5.128352561984462,-2.4,2.4083189157586102
69,-5,1,77.4,6.503845016604427,-3.2,2.489979919597904
65,-4,1,73.2,6.340346993659507,-4.2,0.8366600265345852
62,-3,1,69.4,6.188699378706672,-3.8,0.8366600265345688
62,0,1,66.4,5.1283525619834425,-3.0,1.8708286933871767
62,0,1,64.0,3.0822070014845484,-2.4,2.302172886644426
64,2,1,63.0,1.4142135623729637,-1.0,2.449489742783307
65,1,1,63.0,1.4142135623729637,0.0,1.8708286933871212
67,2,1,64.0,2.12132034355973,1.0,1.000000000000247
69,2,1,65.4,2.701851217221519,1.4,0.8944271910001764
70,1,1,67.0,2.5495097567969,1.6,0.547722557505579
61,-9,1,66.4,3.577708763999964,-0.6,4.722287581247102
70,9,1,67.4,3.7815340802381887,1.0,6.442049363362601
69,-1,1,67.8,3.834057902536578,0.4,6.465291950097887
67,-2,1,67.4,3.7815340802381887,-0.4,6.465291950097891
76,9,1,68.6,5.412947441090091,1.2,7.75886589650836
67,-9,1,69.8,3.701351104664975,1.2,7.75886589650836
65,-2,1,68.8,4.266145801540763,-1.0,6.442049363362611
61,-4,1,67.2,5.495452665613881,-1.6,6.580273550544891
62,1,1,66.2,5.974947698516027,-1.0,6.670832032063213
57,-5,1,62.4,3.84707681233416,-3.8,3.7013511046644605
58,1,1,60.6,3.209361307175905,-1.8,2.774887385102445
62,4,1,60.0,2.3452078799111584,-0.6,3.7815340802378867
65,3,1,60.8,3.2710854467589163,0.8,3.492849839314668
67,2,1,61.8,4.324349662087783,1.0,3.535533905932807
61,-6,1,62.6,3.5071355833499376,0.8,3.962322551231854
57,-4,1,62.4,3.8470768123341603,-0.2,4.49444101084891
61,4,1,62.2,3.8987177379234597,-0.2,4.49444101084891
64,3,1,62.0,3.741657386773791,-0.2,4.49444101084891
65,1,1,61.6,3.1304951684994777,-0.4,4.393176527297827
62,-3,1,61.8,3.114482300479282,0.2,3.5637059362411696
65,3,1,63.4,1.8165902124584672,1.6,2.7928480087538694
69,4,1,65.0,2.549509756796605,1.6,2.7928480087538694
64,-5,1,65.0,2.549509756796605,0.0,3.87298334620749
67,3,1,65.4,2.701851217221514,0.4,4.098780306383905
70,3,1,67.0,2.549509756796894,1.6,3.7148351242014033
74,4,1,68.8,3.701351104664876,1.8,3.83405790253622
69,-5,1,68.8,3.701351104664876,0.0,4.582575694955902
65,-4,1,69.0,3.3911649915632314,0.2,4.324349662087995
69,4,1,69.4,3.20936130717692,0.4,4.505552130427584
72,3,1,69.8,3.420526275298093,0.4,4.505552130427584
77,5,1,70.4,4.449719092257968,0.6,4.722287581247094
79,2,1,72.4,5.727128425311113,2.0,3.535533905932798
81,2,1,75.6,4.979959839196386,3.2,1.3038404810406623
72,-9,1,76.2,4.0865633483416515,0.6,5.504543577809202
74,2,1,76.6,3.646916505763414,0.4,5.412947441089794
69,-5,1,75.0,4.949747468306685,-1.6,5.1283525619833
70,1,1,73.2,4.764451699829384,-1.8,4.969909455915741
74,4,1,71.8,2.2803508501996084,-1.4,5.4129474410898055
79,5,1,73.2,3.9623225512326874,1.4,3.9115214431216496
81,2,1,74.6,5.319774431308919,1.4,3.9115214431216496
82,1,1,77.2,5.0695167422556215,2.6,1.816590212458602
74,-8,1,78.0,3.8078865529333505,0.8,5.167204273105575
76,2,1,78.4,3.3615472627959484,0.4,4.9295030175465495
70,-6,1,76.6,4.979959839196459,-1.8,4.81663783151699
72,2,1,74.8,4.6043457732894355,-1.8,4.81663783151699
67,-5,1,71.8,3.492849839315462,-3.0,4.690415759823512
69,2,1,70.8,3.4205262752981893,-1.0,4.123105625617738
70,1,1,69.6,1.8165902124597082,-1.2,3.9623225512318716
72,2,1,70.0,2.1213203435607517,0.4,3.04959013639547
64,-8,1,68.4,3.049590136395959,-1.6,4.615192303685804
65,1,1,68.0,3.3911649915631097,-0.4,4.277849927241557
57,-8,1,65.6,5.856620185738654,-2.4,5.128352561983306
58,1,1,63.2,6.058052492344359,-2.4,5.128352561983306
67,9,1,62.2,4.438468204234312,-1.0,7.176350047203706
60,-7,1,61.4,4.393176527297574,-0.8,6.942621983083958
64,4,1,61.2,4.207136793592316,-0.2,7.259476565152655
67,3,1,63.2,4.086563348340475,2.0,5.830951894845338
70,3,1,65.6,3.781534080238002,2.4,5.813776741499489
69,-1,1,66.0,4.062019202318198,0.4,4.560701700396612
67,-2,1,67.4,2.3021728866448785,1.4,2.701851217221348
65,-2,1,67.6,1.9493588689625525,0.2,2.5884358211090652
69,4,1,68.0,2.0000000000008145,0.4,2.8809720581776816
74,5,1,68.8,3.3466401061368782,0.8,3.42052627529749
65,-9,1,68.0,3.7416573867743774,-0.8,5.630275304103755
64,-1,1,67.4,4.159326868617423,-0.6,5.594640292279801
62,-2,1,66.8,4.764451699828887,-0.6,5.594640292279801
61,-1,1,65.2,5.167204273105639,-1.6,4.979959839195562
76,15,1,65.6,6.024948132556949,0.4,8.820430828480008
77,1,1,68.0,7.842193570679267,2.4,7.127411872482213
79,2,1,71.0,8.746427842268263,3.0,6.892024376045137
69,-10,1,72.4,7.402702209329138,1.4,8.961026726887967
79,10,1,76.0,4.123105625618771,3.6,9.55510334847302
77,-2,1,76.2,4.147288270666666,0.2,7.2249567472754155
76,-1,1,76.0,4.123105625618771,-0.2,7.224956747275417
77,1,1,75.6,3.8470768123354198,-0.4,7.162401831788034
76,-1,1,77.0,1.2247448713956208,1.4,4.929503017546542
74,-2,1,76.0,1.2247448713953177,-1.0,1.2247448713918454
64,-10,1,73.4,5.366563146000168,-2.6,4.277849927241574
62,-2,1,70.6,7.056911505751306,-2.8,4.207136793592615
60,-2,1,67.2,7.293833011524371,-3.4,3.714835124201448
59,-1,1,63.8,6.016643582596543,-3.4,3.714835124201448
57,-2,1,60.4,2.7018512172208267,-3.4,3.714835124201448
56,-1,1,58.8,2.3874672772619285,-1.6,0.5477225575057747
71,15,1,60.6,6.024948132556646,1.8,7.395944834840267
72,1,1,63.0,7.8421935706790356,2.4,7.127411872482212
74,2,1,66.0,8.746427842268055,3.0,6.8920243760451365
64,-10,1,67.4,7.402702209328893,1.4,8.961026726887967
74,10,1,71.0,4.123105625618329,3.6,9.55510334847302
72,-2,1,71.2,4.147288270666227,0.2,7.2249567472754155
71,-1,1,71.0,4.123105625618329,-0.2,7.224956747275417
72,1,1,70.6,3.847076812334947,-0.4,7.162401831788034
71,-1,1,72.0,1.2247448713941356,1.4,4.929503017546542
69,-2,1,71.0,1.2247448713938325,-1.0,1.2247448713918454
71,2,1,70.8,1.0954451150127726,-0.2,1.643167672515673
72,1,1,71.0,1.2247448713938325,0.2,1.6431676725156648
74,2,1,71.4,1.816590212460088,0.4,1.816590212458642
72,-2,1,71.6,1.8165902124601283,0.2,2.049390153192053
71,-1,1,72.0,1.2247448713941302,0.4,1.8165902124586417
69,-2,1,71.6,1.8165902124601283,-0.4,1.8165902124586566
67,-2,1,70.6,2.701851217222222,-1.0,1.7320508075690584
69,2,1,69.6,1.9493588689629395,-1.0,1.7320508075690584
71,2,1,69.4,1.6733200530694439,-0.2,2.0493901531920593
72,1,1,69.6,1.9493588689629395,0.2,2.049390153192053
71,-1,1,70.0,2.0000000000011915,0.4,1.8165902124586417
69,-2,1,70.4,1.3416407865017617,0.4,1.8165902124586417
67,-2,1,70.0,2.0000000000011915,-0.4,1.8165902124586564
65,-2,1,68.8,2.863564212655947,-1.2,1.3038404810407753
62,-3,1,66.8,3.4928498393149368,-2.0,0.7071067811870387
72,10,1,67.0,3.8078865529322856,0.2,5.4954526656136835
71,-1,1,67.4,4.1593268686174225,0.4,5.412947441089792
69,-2,1,67.8,4.207136793592896,0.4,5.412947441089792
68,-1,1,68.4,3.9115214431220444,0.6,5.319774431308203
66,-2,1,69.2,2.3874672772635326,0.8,5.167204273105574
64,-2,1,67.6,2.701851217221809,-1.6,0.5477225575057689
66,2,1,66.6,1.949358868962367,-1.0,1.7320508075690564
68,2,1,66.4,1.6733200530687768,-0.2,2.049390153192058
69,1,1,66.6,1.949358868962367,0.2,2.0493901531920513
71,2,1,67.6,2.701851217221809,1.0,1.7320508075690177
72,1,1,69.2,2.3874672772635326,1.6,0.5477225575055734
74,2,1,70.8,2.3874672772637817,1.6,0.5477225575055734
76,2,1,72.4,2.7018512172224654,1.6,0.5477225575055734
77,1,1,74.0,2.5495097567979026,1.6,0.5477225575055734
76,-1,1,75.0,2.0000000000021108,1.0,1.2247448713917874
74,-2,1,75.4,1.341640786503132,0.4,1.8165902124586397
72,-2,1,75.0,2.0000000000021108,-0.4,1.8165902124586544
71,-1,1,74.0,2.5495097567979026,-1.0,1.2247448713918416
69,-2,1,72.4,2.7018512172224654,-1.6,0.5477225575057675
80,11,1,73.2,4.207136793593372,0.8,5.718391382198362
81,1,1,74.6,5.504543577809893,1.4,5.504543577809196
83,2,1,76.8,6.340346993659714,2.2,5.167204273105565
81,-2,1,78.8,5.585696017508585,2.0,5.338539126015696
80,-1,1,81.0,1.2247448713968594,2.2,5.167204273105565
78,-2,1,80.6,1.8165902124619684,-0.4,1.816590212458655
76,-2,1,79.6,2.7018512172234592,-1.0,1.7320508075690568
74,-2,1,77.8,2.863564212657114,-1.8,0.44721359550071343
72,-2,1,76.0,3.162277660169837,-1.8,0.44721359550071343
77,5,1,75.4,2.40831891576028,-0.6,3.1304951684998006
81,4,1,76.0,3.3911649915639934,0.6,3.577708763999735
71,-10,1,75.0,4.062019202319024,-1.0,6.0000000000000515
76,5,1,75.4,4.037325847638356,0.4,6.50384501660368
79,3,1,76.8,3.7682887362846555,1.4,6.426507605223887
69,-10,1,75.2,5.118593556828734,-1.6,7.700649323271426
74,5,1,73.8,3.962322551232748,-1.4,7.893034904268488
77,3,1,75.0,3.807886552933068,1.2,6.340346993658981
67,-10,1,73.2,5.118593556828589,-1.8,7.5299402388067245
72,5,1,71.8,3.9623225512325617,-1.4,7.893034904268488
76,4,1,73.2,3.9623225512326927,1.4,6.426507605223888
65,-11,1,71.4,5.319774431308702,-1.8,7.981227975694008
71,6,1,70.2,4.324349662088503,-1.2,8.52642949891692
74,3,1,71.6,4.1593268686178035,1.4,7.021395872616817
64,-10,1,70.0,5.338539126016105,-1.6,8.203657720797514
69,5,1,68.6,4.159326868617535,-1.4,8.384509526501873
72,3,1,70.0,3.807886552932582,1.4,6.503845016603676
62,-10,1,68.2,5.118593556828229,-1.8,7.529940238806725
61,-1,1,65.6,4.722287581247201,-2.6,7.092249290598909
62,1,1,65.2,4.969909455915796,-0.4,5.813776741499503
65,3,1,64.4,4.5055521304275965,-0.8,5.403702434442575
70,5,1,64.0,3.674234614174817,-0.4,5.813776741499503
72,2,1,66.0,4.84767985741652,2.0,2.2360679774998857
74,2,1,68.6,4.979959839195871,2.6,1.5165750888104388
70,-4,1,70.2,3.3466401061370403,1.6,3.36154726279439
65,-5,1,70.2,3.3466401061370403,0.0,4.301162633521379
64,-1,1,69.0,4.3588989435411385,-1.2,3.271085446759323
65,1,1,67.6,4.27784992724184,-1.4,3.049590136395488
70,5,1,66.8,2.9495762407509396,-0.8,4.024922359499698
74,4,1,67.6,4.27784992724184,0.8,4.024922359499684
76,2,1,69.8,5.310367218941139,2.2,2.3874672772627514
77,1,1,72.4,4.929503017547162,2.6,1.8165902124586022
74,-3,1,74.2,2.6832815730012203,1.8,3.1144823004795588
70,-4,1,74.2,2.6832815730012203,0.0,3.3911649915627167
69,-1,1,73.2,3.5637059362420977,-1.0,2.5495097567965153
70,1,1,72.0,3.3911649915635595,-1.2,2.2803508501984164
74,4,1,71.4,2.4083189157596685,-0.6,3.2093613071763363
77,3,1,72.0,3.3911649915635595,0.6,3.209361307176324
82,5,1,74.4,5.319774431308911,2.4,2.408318915758543
81,-1,1,76.8,4.9699094559166594,2.4,2.408318915758543
80,-1,1,78.8,3.2710854467609547,2.0,2.8284271247462662
80,0,1,80.0,1.8708286933902338,1.2,2.6832815729998374
74,-6,1,79.4,3.1304951685015863,-0.6,3.911521443121666
74,0,1,77.8,3.4928498393161114,-1.6,2.509980079602359
68,-6,1,75.2,5.019960159205316,-2.6,3.1304951684998223
71,3,1,73.4,4.4497190922582215,-1.8,4.024922359499706
76,5,1,72.6,3.1304951685007825,-0.8,5.069516742254691
80,4,1,73.8,4.604345773289365,1.2,4.438468204234484
83,3,1,75.6,6.188699378707044,1.8,4.438468204234479
76,-7,1,77.2,4.549725266432043,1.6,4.878524367060234
86,10,1,80.2,4.381780460042737,3.0,6.204836822995458
84,-2,1,81.8,3.898717737925321,1.6,6.426507605223888
80,-4,1,81.8,3.898717737925321,0.0,6.67083203206321
81,1,1,81.4,3.8470768123359886,-0.4,6.503845016603686
69,-12,1,80.0,6.5954529791373835,-1.4,7.987490219086385
71,2,1,77.0,6.595452979137214,-3.0,5.567764362830091
73,2,1,74.8,5.4037024344432885,-2.2,6.016643582596589
74,1,1,73.6,4.560701700397366,-1.2,6.058052492344437
76,2,1,72.6,2.7018512172224973,-1.0,6.1644140029690275
67,-9,1,72.2,3.420526275298348,-0.4,4.827007354458929
65,-2,1,71.0,4.743416490253148,-1.2,4.658325879540915
62,-3,1,68.8,5.974947698516185,-2.2,4.324349662088013
65,3,1,67.0,5.338539126015891,-1.8,4.76445169982871
69,4,1,65.6,2.607680962081341,-1.4,5.224940191045316
74,5,1,67.0,4.636809247748123,1.4,3.6469165057621593
77,3,1,69.4,6.188699378706667,2.4,3.1304951684997713
80,3,1,73.0,6.041522986797861,3.6,0.894427191000102
62,-18,1,72.4,7.092249290599317,-0.6,9.762171889492656
64,2,1,71.4,7.987490219086705,-1.0,9.56556323485453
81,17,1,72.8,9.093954035512102,1.4,12.501999840025613
73,-8,1,72.0,8.803408430829858,-0.8,13.103434664239778
57,-16,1,67.4,9.555103348473152,-4.6,14.415269681833943
62,5,1,67.4,9.555103348473152,0.0,12.62933094031511
62,0,1,67.0,9.772410142846162,-0.4,12.581732790041306
62,0,1,63.2,5.890670590009233,-3.8,8.25832912882508
64,2,1,61.4,2.60768096208075,-1.8,8.19756061276772
65,1,1,63.0,1.4142135623729417,1.6,2.0736441353328807
67,2,1,64.0,2.121320343559715,1.0,1.0000000000002447
69,2,1,65.4,2.7018512172215075,1.4,0.8944271910001748
70,1,1,67.0,2.5495097567968874,1.6,0.5477225575055769
61,-9,1,66.4,3.5777087639999556,-0.6,4.722287581247101
70,9,1,67.4,3.781534080238181,1.0,6.4420493633626
69,-1,1,67.8,3.83405790253657,0.4,6.465291950097885
67,-2,1,67.4,3.781534080238181,-0.4,6.46529195009789
76,9,1,68.6,5.412947441090085,1.2,7.758865896508359
67,-9,1,69.8,3.7013511046649668,1.2,7.758865896508358
65,-2,1,68.8,4.266145801540756,-1.0,6.442049363362609
61,-4,1,67.2,5.4954526656138745,-1.6,6.580273550544889
62,1,1,66.2,5.974947698516021,-1.0,6.6708320320632115
57,-5,1,62.4,3.8470768123341514,-3.8,3.701351104664455
58,1,1,60.6,3.209361307175895,-1.8,2.774887385102439
62,4,1,60.0,2.3452078799111447,-0.6,3.7815340802378827
65,3,1,60.8,3.271085446758906,0.8,3.4928498393146645
67,2,1,61.8,4.324349662087775,1.0,3.5355339059328035
61,-6,1,62.6,3.5071355833499283,0.8,3.9623225512318503
57,-4,1,62.4,3.8470768123341523,-0.2,4.494441010848907
61,4,1,62.2,3.8987177379234517,-0.2,4.494441010848907
64,3,1,62.0,3.741657386773782,-0.2,4.494441010848907
65,1,1,61.6,3.1304951684994675,-0.4,4.393176527297823
62,-3,1,61.8,3.114482300479272,0.2,3.5637059362411647
65,3,1,63.4,1.8165902124584496,1.6,2.792848008753864
69,4,1,65.0,2.549509756796592,1.6,2.792848008753864
64,-5,1,65.0,2.549509756796592,0.0,3.8729833462074854
67,3,1,65.4,2.701851217221502,0.4,4.0987803063839
70,3,1,67.0,2.5495097567968816,1.6,3.714835124201399
74,4,1,68.8,3.7013511046648673,1.8,3.834057902536216
69,-5,1,68.8,3.7013511046648673,0.0,4.582575694955898
65,-4,1,69.0,3.3911649915632216,0.2,4.32434966208799
69,4,1,69.4,3.20936130717691,0.4,4.50555213042758
72,3,1,69.8,3.4205262752980836,0.4,4.50555213042758
77,5,1,70.4,4.449719092257961,0.6,4.722287581247089
79,2,1,72.4,5.727128425311108,2.0,3.5355339059327933
81,2,1,75.6,4.97995983919638,3.2,1.3038404810406499
72,-9,1,76.2,4.0865633483416435,0.6,5.504543577809198
74,2,1,76.6,3.646916505763405,0.4,5.4129474410897895
69,-5,1,75.0,4.949747468306679,-1.6,5.128352561983296
70,1,1,73.2,4.764451699829378,-1.8,4.969909455915737
74,4,1,71.8,2.2803508501995946,-1.4,5.412947441089801
79,5,1,73.2,3.9623225512326794,1.4,3.9115214431216447
81,2,1,74.6,5.319774431308913,1.4,3.9115214431216447
82,1,1,77.2,5.069516742255614,2.6,1.8165902124585924
74,-8,1,78.0,3.807886552933342,0.8,5.167204273105571
76,2,1,78.4,3.361547262795939,0.4,4.929503017546546
70,-6,1,76.6,4.979959839196452,-1.8,4.816637831516986
72,2,1,74.8,4.604345773289428,-1.8,4.816637831516986
67,-5,1,71.8,3.492849839315453,-3.0,4.690415759823508
69,2,1,70.8,3.42052627529818,-1.0,4.1231056256177325
70,1,1,69.6,1.8165902124596904,-1.2,3.9623225512318667
72,2,1,70.0,2.1213203435607366,0.4,3.0495901363954636
64,-8,1,68.4,3.0495901363959486,-1.6,4.6151923036858
65,1,1,68.0,3.3911649915631004,-0.4,4.277849927241553
57,-8,1,65.6,5.856620185738649,-2.4,5.128352561983301
58,1,1,63.2,6.058052492344354,-2.4,5.128352561983301
67,9,1,62.2,4.438468204234304,-1.0,7.176350047203703
60,-7,1,61.4,4.393176527297566,-0.8,6.942621983083955
64,4,1,61.2,4.207136793592307,-0.2,7.259476565152652
67,3,1,63.2,4.086563348340466,2.0,5.8309518948453345
70,3,1,65.6,3.781534080237993,2.4,5.813776741499486
69,-1,1,66.0,4.06201920231819,0.4,4.560701700396607
67,-2,1,67.4,2.302172886644863,1.4,2.70185121722134
65,-2,1,67.6,1.9493588689625343,0.2,2.588435821109057
69,4,1,68.0,2.0000000000007967,0.4,2.8809720581776745
74,5,1,68.8,3.3466401061368676,0.8,3.4205262752974837
65,-9,1,68.0,3.7416573867743677,-0.8,5.630275304103751
64,-1,1,67.4,4.1593268686174145,-0.6,5.594640292279798
62,-2,1,66.8,4.7644516998288795,-0.6,5.594640292279798
61,-1,1,65.2,5.167204273105633,-1.6,4.9799598391955575
76,15,1,65.6,6.0249481325569425,0.4,8.820430828480006
77,1,1,68.0,7.842193570679263,2.4,7.12741187248221
79,2,1,71.0,8.74642784226826,3.0,6.892024376045135
69,-10,1,72.4,7.402702209329134,1.4,8.961026726887965
79,10,1,76.0,4.123105625618764,3.6,9.555103348473018
77,-2,1,76.2,4.147288270666659,0.2,7.224956747275414
76,-1,1,76.0,4.123105625618764,-0.2,7.224956747275415
77,1,1,75.6,3.847076812335412,-0.4,7.162401831788032
76,-1,1,77.0,1.2247448713955975,1.4,4.92950301754654
74,-2,1,76.0,1.2247448713952944,-1.0,1.2247448713918339
64,-10,1,73.4,5.366563146000162,-2.6,4.27784992724157
62,-2,1,70.6,7.0569115057513025,-2.8,4.207136793592611
60,-2,1,67.2,7.2938330115243675,-3.4,3.7148351242014446
59,-1,1,63.8,6.016643582596538,-3.4,3.7148351242014446
57,-2,1,60.4,2.701851217220816,-3.4,3.7148351242014446
56,-1,1,58.8,2.3874672772619165,-1.6,0.5477225575057487
71,15,1,60.6,6.024948132556641,1.8,7.395944834840265
72,1,1,63.0,7.842193570679031,2.4,7.12741187248221
74,2,1,66.0,8.746427842268051,3.0,6.892024376045135
64,-10,1,67.4,7.402702209328888,1.4,8.961026726887965
74,10,1,71.0,4.123105625618323,3.6,9.555103348473018
72,-2,1,71.2,4.147288270666221,0.2,7.224956747275414
71,-1,1,71.0,4.123105625618323,-0.2,7.224956747275415
72,1,1,70.6,3.8470768123349397,-0.4,7.162401831788032
71,-1,1,72.0,1.2247448713941123,1.4,4.92950301754654
69,-2,1,71.0,1.2247448713938092,-1.0,1.2247448713918339
71,2,1,70.8,1.0954451150127467,-0.2,1.6431676725156643
72,1,1,71.0,1.2247448713938092,0.2,1.643167672515656
74,2,1,71.4,1.8165902124600724,0.4,1.816590212458634
72,-2,1,71.6,1.8165902124601128,0.2,2.049390153192046
71,-1,1,72.0,1.224744871394107,0.4,1.8165902124586337
69,-2,1,71.6,1.8165902124601128,-0.4,1.8165902124586488
67,-2,1,70.6,2.7018512172222113,-1.0,1.7320508075690502
69,2,1,69.6,1.9493588689629249,-1.0,1.7320508075690502
71,2,1,69.4,1.6733200530694268,-0.2,2.0493901531920526
72,1,1,69.6,1.9493588689629249,0.2,2.049390153192046
71,-1,1,70.0,2.0000000000011773,0.4,1.8165902124586337
69,-2,1,70.4,1.3416407865017403,0.4,1.8165902124586337
67,-2,1,70.0,2.0000000000011773,-0.4,1.8165902124586486
65,-2,1,68.8,2.8635642126559366,-1.2,1.3038404810407644
62,-3,1,66.8,3.4928498393149288,-2.0,0.7071067811870186
72,10,1,67.0,3.807886552932278,0.2,5.495452665613681
71,-1,1,67.4,4.159326868617415,0.4,5.4129474410897895
69,-2,1,67.8,4.2071367935928885,0.4,5.4129474410897895
